,Xe,Ye,labels
108,-73.9722023,40.749824,1
109,-73.8551984,40.8422585,2
110,-73.9752435,40.6854052,0
111,-73.9193861,40.675213,0
112,-73.8925038,40.8422856,2
113,-73.7429766,40.660286,3
114,-73.8949555,40.7018972,1
115,-74.0917627,40.5900146,4
116,-73.9087858,40.7130582,1
117,-73.9346446,40.6550952,0
118,-73.9533541,40.6691137,0
119,-73.9477514,40.6610059,0
120,-73.9164642,40.6766464,0
121,-73.9819939,40.6834193,0
122,-73.9053253,40.81547,2
123,-73.8879967,40.8166622,2
124,-73.7435918,40.6962166,3
125,-74.162344,40.607948,4
126,-73.9313928,40.8137456,2
127,-73.990759,40.7609926,1
128,-73.8525973,40.7080347,3
129,-73.9129533,40.8142683,2
130,-73.7922882,40.7526127,3
131,-73.9092172,40.8518022,2
132,-73.9940342,40.6678494,0
133,-73.9285998,40.6659692,0
134,-73.9620415,40.6186183,0
135,-73.8779835,40.8395649,2
136,-73.873013,40.7663521,2
137,-73.9769016,40.6036878,0
138,-74.0029374,40.6588768,0
139,-73.8280091,40.6940516,3
140,-73.9624487,40.6631828,0
141,-73.8116913,40.6876692,3
142,-73.9977202,40.715356,1
143,-73.7420127,40.7072992,3
144,-73.9730215,40.5985185,0
145,-73.7888539,40.6825847,3
146,-73.8908669,40.7011029,3
147,-73.9450059,40.7079101,1
148,-73.8983008,40.6367364,0
149,-73.8531341,40.8949212,2
150,-73.9103518,40.8199479,2
151,-73.9991446,40.754584,1
152,-74.0071393,40.7538318,1
153,-74.0241544,40.6257805,0
154,-73.9903644,40.7192038,1
155,-73.8152441,40.7042012,3
156,-74.0833411,40.5755806,4
157,-73.949858,40.64439,0
158,-73.9942669,40.6445352,0
159,-73.9107635,40.6422446,0
160,-73.8823749,40.7289813,3
161,-73.9742167,40.5901115,0
162,-73.8974917,40.8420678,2
163,-73.9100022,40.6483539,0
164,-73.9535429,40.8120522,2
165,-73.9261433,40.8336278,2
166,-73.7611864,40.7134368,3
167,-73.8094845,40.7684769,3
168,-73.824216,40.6692276,3
169,-74.0055932,40.7381374,1
170,-73.9881767,40.7482897,1
171,-73.8285119,40.6892381,3
172,-73.9515055,40.8120074,2
173,-73.840351,40.7249673,3
174,-73.8977031,40.8456416,2
175,-73.9123973,40.6163899,0
176,-73.9985947,40.6425838,0
177,-73.8492907,40.5799915,0
178,-73.9010925,40.812181,2
179,-73.9514952,40.5882789,0
180,-73.8481873,40.6869052,3
181,-73.810322,40.6670811,3
182,-73.9843735,40.6835431,0
183,-73.9486777,40.8156923,2
184,-74.0275073,40.6321559,0
185,-73.8555803,40.7379289,3
186,-73.9856988,40.673975,0
187,-73.9765674,40.6219955,0
188,-73.9990364,40.749638,1
189,-73.8419873,40.695219,3
190,-73.8613162,40.671142,3
191,-73.9141134,40.6963988,1
192,-73.9799897,40.7175391,1
193,-73.8265417,40.7604644,3
194,-73.7932361,40.770469,3
195,-74.0083695,40.6052187,0
196,-74.0096671,40.7127234,1
197,-73.801159,40.7274946,3
198,-73.9834445,40.7220191,1
199,-73.942558,40.5935887,0
200,-73.882203,40.6853613,3
201,-73.9169189,40.8383342,2
202,-73.968775,40.5928687,0
203,-73.9707939,40.603519,0
204,-73.9385688,40.6988491,1
205,-73.7921066,40.6870481,3
206,-73.9533075,40.6585133,0
207,-73.831722,40.6860506,3
208,-73.8857889,40.7474405,1
209,-73.8101829,40.7007703,3
210,-73.8889763,40.7492579,1
211,-73.9167618,40.8165575,2
212,-73.827064,40.7025151,3
213,-73.9390758,40.6728262,0
214,-73.7597173,40.6686828,3
215,-73.9370159,40.6323121,0
216,-73.808896,40.7105999,3
217,-73.9370755,40.6646429,0
218,-73.8550641,40.6849433,3
219,-73.8678194,40.8585032,2
220,-73.8877892,40.8476168,2
221,-73.8350092,40.8381061,2
222,-73.9556973,40.7070418,1
223,-73.9699667,40.6091511,0
224,-73.9010217,40.8476674,2
225,-74.1373916,40.549593,4
226,-73.9472242,40.8308453,2
227,-73.9244048,40.5921838,0
228,-73.7137011,40.7361595,3
229,-73.9281084,40.8309969,2
230,-73.8464626,40.6873915,3
231,-73.8299221,40.8347557,2
232,-73.8776389,40.6811159,3
233,-73.8191619,40.6918944,3
234,-73.9769717,40.6509669,0
235,-73.7535377,40.6045677,3
236,-73.983365,40.7660449,1
237,-74.1666165,40.5507016,4
238,-73.9926041,40.7241363,1
239,-73.7718954,40.7653207,3
240,-73.7746985,40.6804855,3
241,-73.8935477,40.6552018,0
242,-73.8975005,40.7542804,1
243,-73.8045285,40.7214619,3
244,-74.2511652,40.5077835,4
245,-73.8652504,40.7472124,3
246,-73.9004277,40.8291511,2
247,-73.7830252,40.7331298,3
248,-73.8985392,40.9064593,2
249,-73.9602427,40.6572314,0
250,-73.9610281,40.5961601,0
251,-74.0170205,40.6076551,0
252,-73.7930302,40.7577549,3
253,-73.9130382,40.7133332,1
254,-73.7579368,40.6984023,3
255,-73.9804246,40.7598989,1
256,-73.7440177,40.6980181,3
257,-73.7897299,40.683783,3
258,-73.9436244,40.8103186,2
259,-73.7988972,40.6747663,3
260,-73.9648018,40.7599831,1
261,-73.7812662,40.6655171,3
262,-73.987748,40.7440655,1
263,-73.9374202,40.8043758,2
264,-73.8514458,40.6874117,3
265,-73.9564383,40.7431796,1
266,-74.0039544,40.7298565,1
267,-73.9575338,40.7116098,1
268,-74.1332986,40.5649742,4
269,-73.9504063,40.7066527,1
270,-73.9794708,40.7274668,1
271,-73.7139635,40.733882,3
272,-73.8716306,40.7306332,3
273,-73.8769367,40.713863,3
274,-73.9127392,40.8618642,2
275,-73.9480999,40.824563,2
276,-73.8500701,40.6898418,3
277,-73.9254873,40.8417709,2
278,-73.8106009,40.6996017,3
279,-73.9981373,40.7649043,1
280,-74.0006602,40.72084,1
281,-73.8371456,40.7079562,3
282,-73.8508783,40.6912455,3
283,-74.0157476,40.64656,0
284,-73.8201646,40.6877898,3
285,-73.8682432,40.7029703,3
286,-74.1782229,40.5998273,4
287,-73.7613336,40.6904688,3
288,-73.7380766,40.7048063,3
289,-73.977196,40.7643229,1
290,-73.8962127,40.8163185,2
291,-73.9441849,40.6847054,0
292,-73.8807926,40.8571285,2
293,-73.9534778,40.8019159,2
294,-73.9806585,40.7748523,1
295,-73.9890116,40.7187947,1
296,-73.8881227,40.8642556,2
297,-73.9214866,40.8201866,2
298,-73.9579119,40.8212926,2
299,-73.9483556,40.8163756,2
300,-73.9314554,40.6652326,0
301,-73.9046763,40.8726198,2
302,-73.8085366,40.6749968,3
303,-73.734299,40.6653167,3
304,-74.0312674,40.6373563,0
305,-73.9593451,40.7225346,1
306,-74.0227699,40.6434682,0
307,-74.0129631,40.7077715,1
308,-73.8097661,40.6837904,3
309,-73.8174912,40.7278784,3
310,-73.9586895,40.8024695,2
311,-73.92446,40.8234685,2
312,-73.9998413,40.7191932,1
313,-73.9940403,40.7203211,1
314,-73.9216199,40.7530285,1
315,-73.983731,40.7604566,1
316,-73.8749024,40.7252872,3
317,-73.7535377,40.6045677,3
318,-73.8652061,40.7066695,3
319,-73.8515433,40.8071846,2
320,-73.8770276,40.67046,3
321,-73.7956137,40.6886573,3
322,-73.8433267,40.6869371,3
323,-73.8435145,40.6760433,3
324,-73.9834455,40.7470979,1
325,-73.7797007,40.7706086,3
326,-74.0048448,40.7188527,1
327,-73.8847756,40.8742704,2
328,-73.9624155,40.7093526,1
329,-73.8937569,40.7297801,1
330,-73.8065882,40.7066326,3
331,-73.9745025,40.6807335,0
332,-74.1371002,40.6074868,4
333,-73.8840574,40.7345494,3
334,-73.9920525,40.6903454,1
335,-73.7711488,40.7598682,3
336,-73.8448746,40.6802804,3
337,-73.9809793,40.764222,1
338,-73.8772987,40.8287418,2
339,-73.8402102,40.7009367,3
340,-73.9592163,40.8093398,2
341,-73.9656248,40.6271557,0
342,-73.9707584,40.7833397,1
343,-73.9102326,40.7529763,1
344,-74.1588658,40.546255,4
345,-74.0014108,40.7310643,1
346,-73.904099,40.906862,2
347,-73.8124145,40.6728513,3
348,-73.9366568,40.6691002,0
349,-73.9610284,40.718967,1
350,-73.8371988,40.5798131,3
351,-73.978327,40.7831465,1
352,-73.9528011,40.7833091,1
353,-73.9935606,40.7571447,1
354,-73.9969136,40.7627496,1
355,-73.8475793,40.6815795,3
356,-73.877903,40.7455907,3
357,-73.9015367,40.8171576,2
358,-73.9672844,40.6147717,0
359,-73.9339794,40.7628268,1
360,-73.9672844,40.6147717,0
361,-74.0016846,40.715743,1
362,-73.9414991,40.6144102,0
363,-73.9087095,40.8240665,2
364,-73.9189434,40.8644625,2
365,-73.9672897,40.7070018,1
366,-73.8249611,40.6902483,3
367,-73.8096216,40.5853756,3
368,-73.9998484,40.7434239,1
369,-73.9182933,40.6873579,0
370,-73.8968799,40.9010398,2
371,-74.006972,40.7416259,1
372,-74.0163429,40.649656,0
373,-73.9641058,40.5979864,0
374,-74.0228769,40.619465,0
375,-73.8505618,40.6876631,3
376,-73.7808302,40.7576089,3
377,-73.8366662,40.6916132,3
378,-73.9534701,40.7302699,1
379,-73.9465889,40.7849422,1
380,-73.8611867,40.7419843,3
381,-74.0042282,40.6091961,0
382,-73.9917667,40.6108455,0
383,-73.8565704,40.6970634,3
384,-74.0119074,40.6332345,0
385,-73.9201276,40.6611218,0
386,-73.9903644,40.7192038,1
387,-73.8118641,40.6916302,3
388,-73.9167861,40.7711542,1
389,-73.9926328,40.7584292,1
390,-73.9941184,40.735313,1
391,-73.8810573,40.8465946,2
392,-73.8887453,40.8357057,2
393,-73.9416404,40.7082295,1
394,-73.9341933,40.8531997,2
395,-73.9424349,40.7906273,1
396,-73.8490528,40.8668213,2
397,-73.9263299,40.7140452,1
398,-73.9490836,40.7243366,1
399,-73.9319581,40.7519729,1
400,-73.8829986,40.7477341,3
401,-73.8460253,40.7096894,3
402,-73.9144963,40.8055605,2
403,-73.9536697,40.8220183,2
404,-73.8958512,40.7402725,1
405,-73.973995,40.6140296,0
406,-73.9052567,40.7063609,1
407,-73.9610935,40.6940116,1
408,-74.1698275,40.5610915,4
409,-73.9030285,40.6586411,0
410,-73.9360965,40.7497328,1
411,-73.9199722,40.8387151,2
412,-73.9272684,40.8655357,2
413,-73.7388964,40.7708308,3
414,-73.9599419,40.5819581,0
415,-74.1232539,40.6354939,4
416,-73.9236232,40.8442372,2
417,-73.9975038,40.7140687,1
418,-73.8682359,40.8380144,2
419,-73.958983,40.683751,0
420,-73.9240394,40.714008,1
421,-73.7653967,40.7183558,3
422,-73.9520352,40.803897,2
423,-73.9278576,40.8356216,2
424,-73.9821185,40.7697419,1
425,-73.9906233,40.7509908,1
426,-73.8149753,40.6866946,3
427,-73.9130865,40.8450614,2
428,-73.7748639,40.6870157,3
429,-73.9769843,40.7501572,1
430,-73.9250605,40.7650967,1
431,-73.9311566,40.8116183,2
432,-73.9700187,40.6217937,0
433,-73.9250605,40.7650967,1
434,-73.923475,40.8254139,2
435,-73.9696243,40.7602507,1
436,-73.8431812,40.6721508,3
437,-73.8891676,40.8186175,2
438,-74.151122,40.6112625,4
439,-73.8251765,40.7029926,3
440,-73.9046251,40.6411033,0
441,-73.8411361,40.6952837,3
442,-74.0085552,40.7333997,1
443,-73.8764186,40.7481417,3
444,-73.92624,40.6584196,0
445,-73.8264479,40.6773199,3
446,-73.8515685,40.7505168,3
447,-73.949118,40.6130524,0
448,-73.8867166,40.7473426,1
449,-73.8311197,40.7615472,3
450,-73.9830482,40.6774056,0
451,-73.9348672,40.6300903,0
452,-73.9543925,40.8006591,2
453,-73.9480158,40.6362673,0
454,-73.9237498,40.6643768,0
455,-74.0858762,40.5958903,4
456,-73.9242798,40.8071867,2
457,-73.9299991,40.6481811,0
458,-73.7381408,40.6581534,3
459,-73.9976715,40.7655301,1
460,-73.7629686,40.7133746,3
461,-73.9189307,40.6405845,0
462,-73.7302369,40.6510069,3
463,-73.7731225,40.670022,3
464,-73.9649031,40.7047614,1
465,-74.1025283,40.6346633,4
466,-74.0274902,40.6169854,0
467,-73.9038236,40.7746848,2
468,-73.7833817,40.7577537,3
469,-73.8999552,40.8574211,2
470,-73.9787596,40.6837645,0
471,-73.9856891,40.6856595,1
472,-73.7442823,40.7653588,3
473,-73.8988727,40.8655829,2
474,-73.9451224,40.6364471,0
475,-73.7671284,40.6666971,3
476,-74.1403235,40.5646447,4
477,-73.8048788,40.7250499,3
478,-73.9186251,40.8291077,2
479,-73.879277,40.7481228,3
480,-73.8628071,40.7577576,3
481,-73.9220058,40.654629,0
482,-73.9405567,40.72223,1
483,-73.9522587,40.7339885,1
484,-73.881575,40.6390535,0
485,-73.9494609,40.8309615,2
486,-73.9900681,40.7466595,1
487,-74.0096287,40.6216352,0
488,-73.8228717,40.6908407,3
489,-73.9855364,40.7579729,1
490,-74.135748,40.5588504,4
491,-73.8488335,40.6881494,3
492,-73.8340437,40.6905527,3
493,-73.8371654,40.6968646,3
494,-73.7633036,40.7155354,3
495,-73.876252,40.7484379,3
496,-73.9802186,40.6150052,0
497,-73.8384174,40.6728276,3
498,-73.9913755,40.7390869,1
499,-74.1400723,40.599301,4
500,-73.8090456,40.676027,3
501,-73.9327055,40.6552149,0
502,-73.9049325,40.8602881,2
503,-73.9733756,40.6858851,0
504,-73.9010787,40.8627551,2
505,-73.8828892,40.6334362,0
506,-73.9990374,40.6758423,0
507,-73.9229549,40.8439815,2
508,-73.7981052,40.68511,3
509,-73.9174784,40.8068225,2
510,-73.9633618,40.6152042,0
511,-73.9563925,40.6257308,0
512,-73.7913763,40.7683247,3
513,-73.944623,40.6869042,0
514,-74.0283156,40.6352545,0
515,-73.8994346,40.8741579,2
516,-73.9361624,40.7412433,1
517,-73.9122115,40.8507807,2
518,-73.9795146,40.7611476,1
519,-73.9857652,40.7177239,1
520,-73.9450575,40.6891029,1
521,-73.8875661,40.8555543,2
522,-73.931731,40.6179263,0
523,-74.010259,40.6210313,0
524,-73.8984538,40.7090395,1
525,-73.9135004,40.618485,0
526,-73.7741373,40.6939613,3
527,-73.8652504,40.7472124,3
528,-73.9476044,40.8252325,2
529,-74.121624,40.5715006,4
530,-73.8624706,40.7301807,3
531,-73.9448294,40.616045,0
532,-73.9580577,40.7217327,1
533,-73.8371456,40.7079562,3
534,-74.156865,40.5829477,4
535,-73.7374887,40.700213,3
536,-73.9610935,40.6940116,1
537,-73.9809286,40.6889031,1
538,-74.006299,40.7225499,1
539,-73.9859127,40.7193378,1
540,-73.8207717,40.7141241,3
541,-73.9516627,40.8094906,2
542,-73.7661877,40.7263282,3
543,-73.9511673,40.8101738,2
544,-73.9925792,40.5916787,0
545,-73.8504775,40.8394008,2
546,-73.9525305,40.8032165,2
547,-73.8200424,40.6916433,3
548,-74.0861443,40.6334526,4
549,-73.8810573,40.8465946,2
550,-73.8423426,40.6929303,3
551,-73.9872271,40.6938007,1
552,-73.986682,40.6609292,0
553,-74.1593818,40.5408333,4
554,-73.9266187,40.8645253,2
555,-73.9948955,40.6707918,0
556,-73.9453046,40.7395518,1
557,-74.0090886,40.6498215,0
558,-73.9569184,40.8155447,2
559,-73.996839,40.7373607,1
560,-73.9432739,40.7934877,2
561,-74.0247518,40.6243201,0
562,-73.9417575,40.6320154,0
563,-73.9405157,40.824757,2
564,-73.9474653,40.6490386,0
565,-73.9123638,40.8476821,2
566,-73.8484338,40.840216,2
567,-73.7147376,40.7359534,3
568,-74.0099287,40.6521655,0
569,-73.9634255,40.7618573,1
570,-74.0183267,40.6167265,0
571,-73.9615863,40.6962076,1
572,-73.8764794,40.7484162,3
573,-73.9175325,40.8272515,2
574,-73.934392,40.8056394,2
575,-73.8230246,40.7636677,3
576,-73.8708432,40.7515446,3
577,-73.7329976,40.6626567,3
578,-73.976665,40.6829709,0
579,-73.7775262,40.7125802,3
580,-73.8208496,40.7522407,3
581,-73.7599852,40.7144361,3
582,-73.9239891,40.6284066,0
583,-73.9511983,40.7826332,1
584,-73.8313291,40.6931206,3
585,-73.9841185,40.7548409,1
586,-73.9156959,40.6170648,0
587,-74.086969,40.6470277,4
588,-73.7580824,40.7447645,3
589,-73.9278555,40.6375904,0
590,-73.7643735,40.7169676,3
591,-74.0140002,40.64824,0
592,-73.9122665,40.8447177,2
593,-74.0118907,40.7216382,1
594,-73.8769928,40.7616218,2
595,-73.817798,40.7093435,3
596,-73.7814858,40.6886973,3
597,-73.845025,40.6993595,3
598,-73.9895819,40.7398662,1
599,-73.8393004,40.6908648,3
600,-73.9005944,40.7126973,1
601,-74.11487,40.6021368,4
602,-73.8924398,40.8640401,2
603,-73.7623966,40.7594964,3
604,-73.9095653,40.8058367,2
605,-73.90755,40.8628153,2
606,-73.8647387,40.6917127,3
607,-73.8868337,40.8653906,2
608,-73.8638166,40.6876796,3
609,-73.8204198,40.6827535,3
610,-73.8171259,40.7176783,3
611,-73.7532369,40.6801176,3
612,-73.900939,40.7138422,1
613,-73.9473795,40.5887299,0
614,-73.8598452,40.6952339,3
615,-73.9148771,40.818461,2
616,-73.9080899,40.6761899,0
617,-73.9353978,40.725908,1
618,-73.9895745,40.7415488,1
619,-73.8855563,40.8681423,2
620,-73.9574578,40.7008229,1
621,-73.742958,40.7259191,3
622,-73.8262226,40.8343549,2
623,-73.935859,40.6777156,0
624,-73.8496051,40.7329423,3
625,-74.1469613,40.5732661,4
626,-73.9763565,40.7191331,1
627,-73.9490078,40.8233146,2
628,-74.1529578,40.566775,4
629,-73.9564767,40.6567112,0
630,-73.8617067,40.8461393,2
631,-73.7811617,40.7292122,3
632,-73.988192,40.7434507,1
633,-73.8629517,40.7488428,3
634,-73.9552939,40.6792042,0
635,-73.9610281,40.5961601,0
636,-73.8246257,40.8273535,2
637,-73.714769,40.7378996,3
638,-73.9060225,40.7157431,1
639,-74.0887612,40.6072872,4
640,-73.9857387,40.6896312,1
641,-73.8130682,40.7560463,3
642,-73.7767828,40.778409,3
643,-73.9322699,40.6973167,1
644,-73.9890116,40.7187947,1
645,-73.9871351,40.7224697,1
646,-73.9164098,40.82929,2
647,-73.8810573,40.8465946,2
648,-73.8433023,40.7801518,3
649,-73.8048087,40.7243553,3
650,-73.7456406,40.7159588,3
651,-73.7949475,40.7165183,3
652,-73.9275386,40.6772496,0
653,-73.917593,40.868886,2
654,-73.9588835,40.7047676,1
655,-73.9878392,40.6598177,0
656,-73.8807926,40.8571285,2
657,-73.9332342,40.6418947,0
658,-73.9609211,40.6127578,0
659,-73.897728,40.8364798,2
660,-73.9702235,40.5905415,0
661,-73.9028208,40.8507348,2
662,-74.1601631,40.6371447,4
663,-73.9791852,40.6831278,0
664,-74.1330983,40.6342532,4
665,-73.8097836,40.6751087,3
666,-73.944623,40.6869042,0
667,-73.9114377,40.633857,0
668,-73.8484333,40.5802786,0
669,-73.9517381,40.7254356,1
670,-73.9675328,40.6817692,0
671,-73.860674,40.8284182,2
672,-73.9223713,40.8361093,2
673,-73.7345961,40.6721986,3
674,-74.0034456,40.7269581,1
675,-74.0166846,40.7047985,1
676,-73.8606132,40.8194978,2
677,-73.9076654,40.753644,1
678,-74.0019852,40.7557807,1
679,-73.8342056,40.7704501,3
680,-73.8836235,40.8672566,2
681,-73.9098681,40.8623094,2
682,-73.8654013,40.8654692,2
683,-73.9310841,40.6582963,0
684,-73.9263799,40.6655149,0
685,-73.9612123,40.6447237,0
686,-73.8061365,40.7056904,3
687,-74.0027856,40.7336333,1
688,-73.9329218,40.6479962,0
689,-73.9059696,40.6509444,0
690,-73.8333119,40.6991071,3
691,-73.9467957,40.6979035,1
692,-73.9514819,40.7304639,1
693,-73.7667546,40.6674319,3
694,-73.8732511,40.762658,3
695,-73.9434834,40.5934876,0
696,-73.972362,40.7564966,1
697,-73.9939279,40.6470687,0
698,-73.9915987,40.60058,0
699,-73.9950956,40.6459461,0
700,-73.9994015,40.6841453,0
701,-74.0021839,40.7607762,1
702,-73.9490634,40.7884291,1
703,-73.9069229,40.6547385,0
704,-74.0025224,40.7397514,1
705,-73.9176827,40.8402259,2
706,-73.7506406,40.7718284,3
707,-73.9501533,40.6832699,0
708,-73.984791,40.6709886,0
709,-74.0007037,40.7422546,1
710,-73.8159363,40.6677298,3
711,-73.805083,40.7316898,3
712,-73.8518003,40.8426467,2
713,-73.9657843,40.7586329,1
714,-73.9402644,40.6941482,1
715,-73.9803395,40.7304423,1
716,-73.881507,40.8761664,2
717,-73.9618986,40.6923019,1
718,-73.9073312,40.8538153,2
719,-73.9643142,40.7606005,1
720,-73.7382677,40.7011425,3
721,-73.960698,40.6553404,0
722,-74.0037214,40.6273118,0
723,-73.8107589,40.6795239,3
724,-73.8108998,40.7303024,3
725,-74.153645,40.6198696,4
726,-73.8683673,40.6620157,3
727,-73.9307752,40.8205439,2
728,-74.0928366,40.601089,4
729,-74.1025283,40.6346633,4
730,-73.8776152,40.8806582,2
731,-73.8250111,40.7137793,3
732,-73.9834445,40.7220191,1
733,-73.939532,40.6904835,1
734,-73.9360259,40.6878906,0
735,-74.0873909,40.5921892,4
736,-73.8341088,40.6788518,3
737,-74.001425,40.719937,1
738,-73.7687089,40.7566574,3
739,-73.9196986,40.8378751,2
740,-74.1525287,40.5806177,4
741,-73.9505022,40.6698646,0
742,-73.7736537,40.670701,3
743,-73.9821324,40.6912281,1
744,-73.9983062,40.6497395,0
745,-73.9899039,40.7344344,1
746,-73.8943816,40.8660702,2
747,-73.867517,40.6654731,3
748,-73.8693962,40.8416223,2
749,-74.0068074,40.7197776,1
750,-73.9776156,40.6331533,0
751,-73.9689357,40.7583292,1
752,-74.0018831,40.7193963,1
753,-74.0027306,40.6248223,0
754,-73.8935603,40.861925,2
755,-74.1304,40.5827584,4
756,-73.9028208,40.8507348,2
757,-73.8190598,40.6896435,3
758,-73.8551984,40.8422585,2
759,-73.8903603,40.8666127,2
760,-73.9258275,40.6273922,0
761,-73.9455229,40.6401638,0
762,-73.8265168,40.8310013,2
763,-73.9017437,40.8384595,2
764,-73.9110147,40.8159768,2
765,-73.9806192,40.7115337,1
766,-74.0108218,40.6481525,0
767,-73.8859519,40.8588491,2
768,-73.8751395,40.7566326,3
769,-73.9912614,40.701028,1
770,-73.8587678,40.7407984,3
771,-73.820685,40.5988814,3
772,-74.0909169,40.6061629,4
773,-74.0077113,40.6746262,0
774,-73.8409196,40.8389159,2
775,-73.9610689,40.7608574,1
776,-74.0078081,40.7317831,1
777,-73.8055643,40.76956,3
778,-73.8278248,40.7542523,3
779,-74.0955712,40.5944855,4
780,-74.1420291,40.6033718,4
781,-73.8223616,40.8267983,2
782,-73.8451583,40.7289016,3
783,-74.0069744,40.7294941,1
784,-74.0052266,40.6189731,0
785,-73.9361762,40.6514675,0
786,-73.9427202,40.811567,2
787,-74.1216062,40.5735565,4
788,-73.9226784,40.8268488,2
789,-73.8964417,40.8549066,2
790,-73.9845292,40.6960346,1
791,-73.7627219,40.7330348,3
792,-73.8853671,40.7555563,1
793,-73.8953397,40.7259197,1
794,-73.7498299,40.716613,3
795,-73.8777068,40.7128894,3
796,-73.9084865,40.8653467,2
797,-73.9026252,40.6682722,0
798,-73.8753614,40.7460655,3
799,-73.9427541,40.8057427,2
800,-73.9679705,40.5886305,0
801,-73.957332,40.5987306,0
802,-73.8170401,40.6963815,3
803,-73.924128,40.6900051,1
804,-73.9074026,40.8362327,2
805,-73.7609464,40.6818,3
806,-73.9223713,40.8361093,2
807,-73.9762346,40.6259754,0
808,-73.8781619,40.838846,2
809,-73.8989243,40.8863823,2
810,-73.9331802,40.7137996,1
811,-73.886161,40.8169293,2
812,-73.8851276,40.7646768,2
813,-73.8791269,40.6816746,3
814,-73.8421578,40.7009037,3
815,-73.8149753,40.6866946,3
816,-73.8737786,40.7605204,3
817,-73.9151776,40.840633,2
818,-73.8968799,40.9010398,2
819,-73.9945377,40.6383073,0
820,-73.9323244,40.846153,2
821,-73.9402012,40.5916853,0
822,-73.9308839,40.8481201,2
823,-73.9220991,40.6642522,0
824,-73.8819824,40.8283569,2
825,-73.9360169,40.8062963,2
826,-73.7398107,40.6597135,3
827,-73.9523623,40.6496692,0
828,-73.9414719,40.5837974,0
829,-73.8654197,40.8278008,2
830,-73.9284202,40.8602419,2
